merchant_mask;gen_industry;segment_type;in_market;gmv;orders;shows;above_market_shows;below_market_shows;clicks;do_clicks;share_above_market;share_below_market;share_normal;share_too_few_offers
Холполвиль;Fashion;small;no_market;136515;17;162641;1418;1416;3021;343;;0,6504;0,1692;0,0588
Светилполис;FMCG;medium;no_market;32279;20;259458;93287;70264;3709;343;;0,4056;0,5312;0,0048
Эльавчестер;Other;nano;no_market;0;0;63903;0;0;1025;343;;;;
Зорхолмхилл;Fashion;nano;no_market;105;3;165453;0;0;2086;343;;0,4321;0,4815;0,0247
Волхолмсково;Other;small;no_market;1463;4;45060;0;0;1250;343;;0,7853;0,0647;0,1249
Маломорск;Fashion;small;no_market;120;8;118252;25;38;2848;343;;0,4388;0,5059;0,0086
Озерербург;DIY;medium;no_market;545;3;132509;1600;1235;4944;343;;0,2991;0,4358;0,0374
Белвилск;Other;nano;no_market;0;;50386;0;0;1092;343;;0,6705;0,0227;0,0364
Скалгринтаун;Home;medium;no_market;62095;8;240463;0;0;5322;342;;0,8081;0,148;0,0436
Белфордпорт-4169;Home;small;no_market;327;10;141119;0;0;1934;342;;0,0251;0,0706;0,36
Елдельоград;CEHAC;medium;no_market;182389;16;271547;62262;50157;11963;342;;0,7142;0,2034;0,0026
Белавистан;Other;medium;no_market;101403;45;374252;20503;5656;6293;342;;0,7034;0,2085;0,0535
Скалхолмельск;Other;small;no_market;337;2;300736;406;276;3453;342;;0,514;0,3758;0,0475
Миронино;FMCG;small;no_market;14995;34;120090;0;0;2574;342;;0,8892;0,1041;0,0053
Форурпорт-4174;FMCG;medium;no_market;1212;1;140291;115;65;2805;341;;0,198;0,3209;0,1477
Радольсково;Fashion;small;no_market;0;0;160095;0;0;1541;341;;0,59;0,4046;0,0039
Уралосково;Fashion;nano;no_market;91;1;132397;492;81;3124;341;;0,9964;0,0036;0
Еленск;Pharma;small;no_market;29318;6;93458;26749;12579;2047;341;;0,6684;0,3023;0,0033
Скалгринполис-4178;DIY;small;market;1791;4;247168;83;83;4765;341;;0,5397;0,1014;0,0101
Зортерридж;Home;small;no_market;40457;17;41912;0;0;2132;341;;0,9692;0;0,0308
Зоринтаун;DIY;small;no_market;0;;116390;0;0;2735;341;;0,87;0,1077;0,001
Устанвиль;DIY;small;no_market;28918;13;122148;295;0;2513;341;;0,9274;0,0194;0,0232
Елукент;DIY;medium;no_market;545;3;210942;68;19;4349;341;;0,9172;0,0721;0,0019
Новелоград;DIY;small;no_market;695;8;121233;3;1;2599;340;;0,3542;0,4375;0
Жарланск;Fashion;medium;market;2428;3;153348;4;4;2029;340;;0,5348;0,2323;0,1667
Лесукент;DIY;medium;no_market;55956;19;256861;2957;2138;4817;340;;0,8853;0,1115;0,0008
Скалуово;Other;medium;market;51927;6;176249;6778;3259;3114;340;;0,7081;0,1896;0,0392
Финбургоград;Home;medium;no_market;92;7;216187;88;8;2262;340;;0,7157;0,099;0,1753
Холхолмистан;CEHAC;small;no_market;76;3;41586;23187;6047;1311;340;;0,6913;0,1552;0,0194
Ладаринск;Pharma;small;no_market;47548;19;107894;50444;36740;1879;340;;0,6341;0,2574;0,0116
Арархилл;DIY;nano;no_market;325;1;161911;13939;11608;2467;340;;0,7754;0,1931;0,0055
Скалстоград;Other;medium;no_market;202866;16;87773;0;0;4136;340;;0,6528;0,1164;0,2012
Зоруюельск;DIY;medium;no_market;33128;4;310438;0;0;5705;340;;0,0627;0,267;0
Тафордридж-4193;CEHAC;small;no_market;400;4;95166;54790;24965;2067;340;;0,5355;0,2855;0,0175
Лунавиль;Other;small;market;0;0;64376;7;0;1619;339;;0,4103;0,0032;0,555
Клинанполис;CEHAC;small;market;3188;4;218312;54593;37533;5250;339;;0,5801;0,2156;0,053
Невстоск;Pharma;nano;no_market;23128;19;149911;64746;20417;3394;339;;0,7953;0,187;0,0074
Лунечестер;Home;medium;no_market;95488;16;79985;286;26;1883;339;;0,8513;0,0619;0,056
Доленово;DIY;small;no_market;100;1;233650;16496;12102;3155;339;;0,5757;0,3061;0,0145
Новорово;DIY;nano;no_market;0;0;59878;133;25;1933;339;;0,9044;0,0147;0
Белайтаун;Other;medium;market;8276;17;412986;2490;2043;7500;339;;0,5339;0,3181;0,0483
Приертаун-4201;Home;small;no_market;73501;16;170470;720;389;4442;339;;0,6257;0,1776;0,057
Тихиркент;Other;small;no_market;38704;13;279173;3897;3572;5527;339;;0,3862;0,1507;0,3628
Неверельск;DIY;small;market;56798;21;195964;5508;2465;5319;338;;0,6696;0,2272;0,0652
Эльбрининск;Home;medium;no_market;3395;8;88372;9;6;4142;338;;0,7101;0,2661;0,0198
Солнланемир;CEHAC;small;no_market;345;2;138889;14290;27786;2561;338;;0,0505;0,5663;0,0536
Долярово-4206;DIY;medium;no_market;325;1;72476;0;0;1198;338;;0,4828;0,0345;0,4828
Северарово;DIY;medium;no_market;4844;2;199804;0;0;8293;338;;0,7465;0,1268;0,0141
Финироград;Pharma;nano;no_market;0;0;70650;29010;22541;1450;338;;0,4502;0,3763;0,0758
Жаргринхилл;CEHAC;nano;no_market;150;3;101376;36;2;3258;338;;0,0485;0;0,9488
Форомово-4210;Other;small;no_market;273851;21;132848;0;0;5375;338;;0,6501;0,0523;0,254
Южланемир-4211;Fashion;small;market;24801;14;188026;442;495;3189;338;;0,2471;0,5515;0,0941
Речвилридж;DIY;nano;no_market;14734;2;113616;23848;12075;1908;337;;0,5539;0,3113;0,0055
Ясирорск;CEHAC;nano;no_market;325;1;190436;4635;2070;2368;337;;0,5802;0,204;0,0121
Росинридж;DIY;medium;no_market;25911;5;65574;853;680;2151;337;;0,3635;0,4634;0,053
Старвилово;DIY;medium;no_market;8646;2;90985;0;0;1850;337;;0,4693;0;0,3955
Нордальельск;Other;nano;no_market;12;10;116381;707;112;4921;337;;0,8258;0,0644;0,0996
Скалуистан;DIY;medium;no_market;531746;15;102609;48;46;3448;337;;0,6853;0,2188;0,0089
Ладичестер;Home;small;no_market;210876;6;122654;0;0;3618;337;;0;0;1
Севергринемир-4219;CEHAC;medium;no_market;365;5;200679;28722;10960;4994;337;;0,631;0,1846;0,0137
Устсточестер;DIY;medium;no_market;0;0;88996;14;0;1631;336;;0,8309;0;0,1691
Ярярск;DIY;medium;no_market;310509;20;170765;54859;22925;5492;336;;0,6326;0,332;0,0015
Зорарорск;FMCG;small;market;7734;3;191740;126091;73197;3976;336;;0,6362;0,2923;0,0151
Светарельск;Other;medium;no_market;3345;9;116136;0;0;3115;336;;0,2911;0,2671;0,2854
Радуово;DIY;medium;no_market;10215;16;198302;1;1;3309;336;;0,5711;0,1474;0,2526
Уралельельск;DIY;medium;no_market;0;0;288882;221;168;10387;336;;0,5829;0,2331;0,0164
Камайполис;DIY;small;no_market;232;3;114488;19;6;3091;336;;0,9373;0,0511;0,001
Арайск;DIY;small;no_market;3695;3;146631;36;0;3300;336;;0,5296;0,315;0,0828
Эльуюово;DIY;medium;no_market;204143;4;99760;3;6;2267;336;;0,4384;0,2625;0,0043
Солндельорск;Home;small;market;0;0;124097;35704;25960;1614;336;;0,4463;0,4339;0,0196
Прибринбург;Fashion;medium;no_market;18169;4;116993;0;0;1584;335;;1;0;0
Старовридж;DIY;medium;market;20775;7;67686;3789;22;1975;335;;0,9528;0;0,0472
Озерполово;CEHAC;small;no_market;13139;3;148415;54511;45524;3607;335;;0,4571;0,3049;0,0236
Жарбринсково;DIY;nano;no_market;12445;7;43585;1291;940;1872;335;;0,8741;0,1055;0,0004
Эльстобург;Other;nano;no_market;525;2;140709;0;0;1476;335;;;;
Нордвинемир;Fashion;big;no_market;93646;15;250223;0;0;3820;335;;0,0702;0,0405;0,8789
Финвилорск;Other;small;no_market;2844;1;170168;0;0;3284;335;;0,4165;0,2103;0,2678
Холурово;Home;medium;market;12204;1;421215;0;0;5320;335;;0,4923;0,015;0,4927
Горланкент;Other;small;no_market;73;6;70913;0;0;1258;335;;0,8671;0,1162;0,0146
Велиремир;DIY;medium;market;17485;18;138551;5456;2323;4146;334;;0,6858;0,2291;0,0214
Зорористан;CEHAC;small;no_market;0;0;40427;26154;3765;1274;334;;0,8231;0,1592;0,0034
Ладстоорск;Other;medium;market;1246;3;169348;3517;3171;1997;334;;0,5357;0,3519;0,0447
Орольино-4242;Other;nano;no_market;2181;5;59787;10;8;1550;334;;0,9962;0,0038;0
Нордеинск;DIY;medium;no_market;344128;16;271097;18;24;5938;334;;0,4328;0,3259;0,0192
Белвинхилл;Home;medium;no_market;370924;7;157999;1;0;3008;334;;0,6381;0,2643;0,046
Артеринск;DIY;medium;no_market;551627;38;264297;16232;13016;8894;334;;0,4974;0,2526;0,0179
Илярград;Pharma;medium;no_market;44657;3;112019;11920;10516;2705;334;;0,6547;0,1261;0,0443
Лунполград-4247;Pharma;nano;no_market;6715;19;97742;7031;2356;4498;334;;0,9088;0,0912;0
Царвинск;CEHAC;nano;market;114;4;25930;16681;678;977;334;;0,9857;0,0104;0,0039
Дардорполис-4249;Pharma;medium;market;96415;33;467865;183678;118533;10037;334;;0,5972;0,334;0,0119
Лесевсково-4250;DIY;nano;no_market;3275;8;32709;1779;21;1271;334;;0,5428;0,4572;0
Холальоград;DIY;small;no_market;204917;13;238217;12389;5924;3382;334;;0,71;0,2161;0,0079
Елбринорск;Other;small;no_market;68;2;91525;0;0;2290;334;;0,8561;0,0378;0,0205
Берфордград;Other;medium;no_market;5525;23;208789;7519;4708;8220;334;;0,5816;0,206;0,1472
Волевистан;DIY;medium;no_market;208;13;263299;268;189;3084;334;;0,6753;0,2523;0,0365
Бервинполис;DIY;medium;no_market;1373241;36;244398;12913;14527;6076;333;;0,4186;0,3741;0,0111
Новфордполис;Other;medium;market;18242;9;214081;61092;41502;4407;333;;0,8205;0,1564;0,0099
Белилград;CEHAC;medium;no_market;226138;19;268457;95028;68776;3947;333;;0,6023;0,3369;0,0124
Аравполис;Other;nano;no_market;93794;19;86133;0;0;1832;333;;0,5993;0,1937;0,0095
Холвилино;Fashion;medium;no_market;132448;18;150325;0;0;2716;333;;;;
Ладерово;Home;medium;market;51544;15;154819;173;142;3514;333;;0,6869;0,1523;0,0794
Южельпорт;DIY;small;no_market;27069;7;78487;21338;3330;1928;333;;0,8076;0,1222;0,0251
Аросково;Other;big;no_market;1010500;54;84821;0;0;4306;333;;0,7976;0,0652;0,1221
Велорград;Other;small;no_market;17386;4;96138;439;434;2383;333;;0,56;0,3389;0,0313
Форусково;Other;small;no_market;325;1;71779;0;0;1468;333;;0,7093;0,2311;0,0191
Царфордоград-4265;DIY;nano;no_market;325;1;37065;0;0;1504;333;;;;
Тихомтаун;Fashion;nano;no_market;1425;2;89585;0;0;1710;333;;;;
Ортерполис;FMCG;medium;no_market;100;1;185898;197;155;2662;333;;0,1144;0,491;0,0123
Илайтаун;Other;medium;no_market;287864;16;75671;0;0;3500;332;;0,7465;0,0558;0,1933
Орбургистан;Other;nano;no_market;104;11;58899;0;0;2300;332;;0,6222;0,2298;0,0787
Уралорчестер;Other;medium;no_market;8759;20;182664;0;0;6817;332;;0,4002;0,0904;0,4741
Клинонхилл;DIY;small;no_market;11;1;71124;2875;2216;1533;332;;0,3961;0,497;0,0347
Талансково;CEHAC;nano;no_market;259;9;94213;16282;8258;3726;332;;0,6329;0,3054;0,0264
Холдорино;FMCG;small;no_market;61;5;74390;20742;9320;2017;332;;0,7175;0,251;0,0068
Еланинск;Other;small;no_market;275;5;225094;0;0;4276;332;;0,7681;0,1426;0,0383
Эльерельск;Home;nano;no_market;2;1;58925;12154;1727;1544;332;;0,8334;0,1261;0,0108
Малоново-4276;DIY;small;no_market;747;11;117856;395;201;3423;332;;0,7529;0,2157;0,0137
Чистубург;DIY;small;no_market;36143;7;124871;2726;807;3657;332;;0,7728;0,1369;0,0708
Бероово;CEHAC;small;no_market;270776;16;170659;110247;16901;2499;332;;0,8026;0,1731;0,0059
Арелистан;DIY;small;no_market;116;6;142283;67423;24965;3457;332;;0,762;0,1711;0,018
Старуркент;Fashion;medium;market;105848;7;265411;24;22;2153;331;;0,4342;0,3006;0,0351
Жаруюово-4281;DIY;nano;no_market;0;0;42438;5239;3974;1214;331;;0,4449;0,3246;0,0369
Орполчестер;DIY;small;no_market;929;1;37199;263;209;1388;331;;0,2674;0,2435;0,0676
Холевистан;Other;nano;no_market;12239;12;155166;0;0;5012;331;;0,25;0,5595;0,1905
Теренчестер;DIY;small;no_market;42032;5;125541;733;545;4047;331;;0,4599;0,415;0,0155
Жаравино;DIY;small;no_market;0;0;58133;0;0;1053;331;;;;
Новольистан-4286;DIY;nano;no_market;11825;7;59994;744;15;1814;331;;;;
Росмарово;Fashion;medium;market;23414;7;447482;0;0;5245;331;;0,4303;0,0053;0,5026
Волурбург;FMCG;small;no_market;14014;5;106677;4107;1122;2131;331;;0,5672;0,1477;0,2743
Тихвилвиль;DIY;medium;market;78527;16;102694;1156;676;3262;330;;0,6784;0,1778;0,0076
Финевхилл;Other;small;no_market;165;2;120563;0;0;2260;330;;0,7675;0,1704;0,0546
Теринтаун;DIY;nano;no_market;0;0;96836;103;80;4352;330;;0,2609;0,6835;0,0527
Солнинполис;CEHAC;small;no_market;5671;21;154070;8678;4076;5774;330;;0,6973;0,2584;0,015
Радеистан;Home;nano;no_market;6875;7;32463;41;1;1185;330;;0,9049;0,0663;0,0028
Мирирск;FMCG;medium;no_market;4467;2;149856;0;0;2976;330;;0,39;0,2272;0,2344
Таполистан;DIY;small;no_market;206178;22;267247;0;0;8994;330;;0,5431;0,0431;0,3367
Яранполис-4296;FMCG;medium;no_market;131118;8;189682;0;0;4443;330;;0,2363;0;0,0681
Малерельск;FMCG;medium;no_market;82895;21;212288;93;0;5493;329;;0,2512;0,2073;0,2999
Светелтаун-4298;Other;small;no_market;169361;5;94893;15347;12399;2556;329;;0,2764;0,6416;0,0252
Волмаремир;FMCG;medium;no_market;3948;3;105146;44963;31051;2036;329;;0,5715;0,3447;0,0063
Долуюград;CEHAC;small;no_market;264569;4;97025;54319;11350;1684;329;;0,7998;0,1795;0,0031
Речирельск;;no_market;0;;184608;303;300;556;329;;0,0615;0,6926;0,1031;
Жарооград;CEHAC;nano;no_market;54372;2;188363;50153;27683;2396;329;;0,6049;0,3066;0,0336
Южвилово;DIY;small;no_market;439607;10;88512;4558;206;3155;329;;0,7688;0,1457;0,0351
Устуроград;DIY;small;market;16835;10;229915;23501;19027;5664;329;;0,6954;0,197;0,0096
Мирстосково;DIY;small;no_market;223898;31;86472;975;372;5628;329;;0,4899;0,3191;0,0429
Клинстокент;Fashion;medium;no_market;3899;1;206220;0;0;4398;329;;0;0;1
Клинвилполис-4307;DIY;small;market;25985;14;143778;34071;6866;3092;328;;0,7375;0,2354;0,0149
Финоино-4308;DIY;big;market;20335;11;334511;25016;22846;4539;328;;0,6463;0,3295;0,0056
Зорилполис;DIY;small;no_market;4275;11;77026;0;0;1588;328;;;;
Горихилл;DIY;nano;no_market;0;0;176926;184;125;2915;328;;0,8163;0,0483;0,0149
Тихонбург;Fashion;small;no_market;16091;7;276005;0;0;2721;328;;0;0,0897;0,0385
Лунинсково;FMCG;medium;no_market;27504;11;136794;27489;33759;4324;328;;0,3962;0,2136;0,0075
Прифордоград;DIY;nano;no_market;0;0;54248;0;0;1440;328;;;;
Волярполис;DIY;small;no_market;1842;1;114413;202;0;2040;328;;0,1002;0,8998;0
Прииркент;Other;nano;no_market;2825;8;353864;0;0;4662;328;;1;0;0
Озеромово;Other;medium;no_market;56525;7;155441;46;38;3182;328;;0,5706;0,2064;0,0845
Ярхолминск;CEHAC;small;no_market;6741;12;194401;776;1436;6411;328;;0,2201;0,1614;0,4474
Эльстоинск;Home;small;no_market;672;3;82592;0;0;1470;328;;0,6355;0,1706;0,0755
Южаполис;Other;small;market;615;1;324238;10183;11324;4735;328;;0,6792;0,2326;0,0366
Мирмарридж;Pharma;medium;no_market;154352;28;199856;63082;66685;3000;328;;0,3406;0,413;0,0034
Таевино;Other;small;no_market;21592;4;285351;178;193;2699;327;;0,2853;0,5071;0,065
Ладайбург-4322;FMCG;small;no_market;176;19;201599;701;652;2925;327;;0,9852;0,0144;0,0005
Ладарорск;CEHAC;medium;no_market;43543;7;192210;108215;53114;3084;327;;0,6354;0,3443;0,002
Солненск;Other;nano;no_market;19;3;133956;11;15;4417;327;;0,3129;0,4557;0,1149
Уралдоремир;Fashion;nano;no_market;27;1;206148;0;0;2187;327;;0;1;0
Царевиль;CEHAC;small;market;5325;5;83770;8853;584;1641;327;;0,7364;0,2105;0,0454
Северувиль;DIY;nano;no_market;2161;12;136176;17882;5091;2720;327;;0,809;0,1521;0,004
Финаридж;Other;small;no_market;66825;12;225966;0;0;6484;327;;0,8086;0,1191;0,0043
Ярдорхилл;CEHAC;nano;no_market;1919669;52;416596;105226;40588;4207;327;;0,8794;0,1194;0
Арланино;CEHAC;small;market;2822;8;666713;138693;59033;7206;327;;0,8261;0,1594;0,0049
Таорград;DIY;medium;no_market;34674;27;704030;11463;3225;15625;327;;0,7133;0,2534;0,0082
Белдельинск-4332;CEHAC;small;no_market;536;13;87958;1369;769;4344;327;;0,6886;0,1776;0,0457
Приполчестер;DIY;small;no_market;32365;15;147760;5204;2367;4531;327;;0,4872;0,3268;0,0568
Ладенполис;FMCG;nano;no_market;28;3;48848;117;132;1359;327;;0,9591;0,0195;0
Жареворск;Other;small;no_market;2143;5;193181;3;5;4356;327;;0,6327;0,1216;0,1409
Речланельск;Fashion;medium;no_market;10031;9;277622;0;0;4519;326;;0,545;0,1142;0,2938
Лунанкент;DIY;medium;no_market;801;9;428350;119;73;11705;326;;0,3337;0,4844;0,037
Северельистан;CEHAC;nano;no_market;3235;15;55547;1018;89;2261;326;;0,7694;0,0652;0,1621
Аральинск;Other;medium;no_market;482;5;120415;3;9;2035;326;;0,1773;0,1746;0,3517
Эльуючестер;DIY;medium;market;2488;19;96713;8966;5053;3953;326;;0,5331;0,2669;0,0195
Уралстокент;DIY;small;no_market;16255;18;168426;18024;6017;4125;326;;0,7424;0,2504;0,0037
Зорирчестер;FMCG;small;no_market;57742;7;143401;131;98;4017;326;;0,5448;0,3025;0,0557
Южхолмск-4343;Home;nano;no_market;565;5;95332;15689;1882;1915;326;;0,8381;0,1506;0,0046
Камбургино;DIY;small;no_market;248888;3;356356;22650;8185;3413;326;;0,7048;0,2206;0,0131
Ураленельск-4345;Fashion;nano;no_market;946;1;94511;0;0;1325;326;;1;0;0
Береино;Home;big;no_market;120937;14;395815;8938;6244;6971;326;;0,6989;0,2125;0,0585
Нордвилельск;DIY;small;market;185756;16;80213;1853;1654;4283;326;;0,4365;0,2934;0,0075
Озерерово;Other;small;no_market;649;1;106372;2989;117;2384;326;;0,8861;0,0575;0,0538
Стархолмполис;Pharma;medium;no_market;110741;72;404130;241745;236730;3868;326;;0,6575;0,3233;0,0001
Тиххолмпорт;DIY;small;no_market;112;11;167677;0;0;7117;326;;;;
Речполвиль;Other;nano;no_market;655;4;147721;4517;4448;1985;325;;0,734;0,1608;0,0402
Северальорск;Other;medium;no_market;566;6;40178;0;0;1758;325;;0,1964;0,0992;0,5001
Волгринемир-4353;Other;nano;no_market;90098;7;111158;14871;8645;1445;325;;0,6572;0,2943;0,0057
Тихевово;Fashion;nano;no_market;0;;128336;0;0;1910;325;;1;0;0
Велгринчестер;Other;small;market;0;0;105067;415;675;2451;325;;0,1425;0,6638;0,0807
Чистуюридж;DIY;small;no_market;5008;7;272085;29408;19200;2965;325;;0,842;0,1374;0,0043
Зорвилистан;CEHAC;small;no_market;49938;15;175681;9078;8233;4195;325;;0,8198;0,1271;0,0118
Нордальинск;FMCG;medium;no_market;0;0;125755;0;0;2509;325;;0;0;1
Зоракент;Other;medium;no_market;243919;1;98304;0;0;2101;325;;;;
Финенистан;FMCG;medium;no_market;49831;8;132968;69390;44267;2479;325;;0,6431;0,1804;0,006
Финенчестер;FMCG;small;no_market;46707;11;129513;34131;11609;3480;325;;0,675;0,2661;0,0067
Устфордпорт;Pharma;small;no_market;1957;17;228649;121925;64004;6956;325;;0,5527;0,4073;0,01
Ураломинск;Other;small;no_market;0;0;99053;173;339;2014;324;;0,9094;0,0544;0,012
